#Time,Rho,X,Z,Alt,AoA,GSE,LUE,Vtot,Vy,Gamma,Pitch,Roll,Yaw,Step,Grade,Points,Details
0.00,-2.417,-2757.8,-3382.3,2261.9,2.26,5.37,-139.20,363.8,6248.7,64.8,11.9,-24.8,0.0,n/a,OK,4.0,    
0.50,-2.460,-2776.5,-3471.5,2314.2,2.24,5.42,-138.65,366.3,6298.7,65.5,11.9,-24.8,0.0,n/a,OK,4.0,    
1.00,-2.503,-2794.4,-3561.6,2366.9,2.23,5.46,-138.11,368.7,6348.5,66.1,11.9,-24.8,0.0,n/a,OK,4.0,    
1.50,-2.547,-2811.4,-3652.5,2420.0,2.17,5.50,-137.57,371.1,6400.5,66.8,11.9,-24.8,0.0,n/a,OK,4.0,    
2.00,-2.591,-2827.5,-3744.2,2473.6,2.15,5.54,-137.03,373.5,6451.1,67.4,11.9,-24.8,0.0,n/a,OK,4.0,    
2.50,-2.636,-2842.8,-3836.8,2527.5,2.11,5.57,-136.50,375.9,6501.6,68.1,11.9,-24.8,0.0,n/a,OK,4.0,    
3.00,-2.680,-2857.1,-3930.2,2581.9,2.10,5.61,-135.97,378.3,6547.7,68.7,11.9,-24.8,0.0,n/a,OK,4.0,    
3.50,-2.725,-2870.5,-4024.4,2636.7,2.09,5.65,-135.45,380.6,6608.9,69.3,11.9,-24.8,0.0,n/a,OK,4.0,    
4.00,-2.770,-2882.9,-4119.4,2692.0,2.08,5.69,-134.92,382.9,6652.6,69.9,11.9,-24.8,0.0,n/a,OK,4.0,    
4.50,-2.816,-2894.5,-4215.1,2747.6,2.11,5.72,-134.41,385.2,6696.2,70.6,11.9,-24.8,0.0,n/a,OK,4.0,    
5.00,-2.861,-2905.0,-4311.6,2803.6,2.08,5.76,-133.89,387.5,6749.2,71.3,11.9,-24.8,0.0,n/a,OK,4.0,    
5.50,-2.907,-2914.6,-4408.8,2860.1,2.01,5.79,-133.38,389.7,6812.1,71.9,11.8,-24.8,0.0,n/a,OK,4.0,    
6.00,-2.953,-2923.3,-4506.8,2917.1,1.99,5.82,-132.87,391.9,6868.1,72.5,11.8,-24.8,0.0,n/a,OK,4.0,    
6.50,-3.000,-2930.9,-4605.4,2974.5,1.99,5.86,-132.37,394.2,6921.0,73.1,11.8,-24.8,0.0,n/a,OK,4.0,    
7.00,-3.046,-2937.6,-4704.7,3032.4,2.00,5.89,-131.87,396.4,6978.3,73.8,11.8,-24.8,0.0,n/a,OK,4.0,    
7.50,-3.093,-2943.2,-4804.7,3090.8,1.95,5.92,-131.37,398.5,7040.2,74.4,11.8,-24.8,0.0,n/a,OK,4.0,    
8.00,-3.141,-2947.8,-4905.4,3149.7,1.86,5.96,-130.88,400.6,7103.3,75.0,11.8,-24.8,0.0,n/a,OK,4.0,    
8.50,-3.188,-2951.4,-5006.6,3209.2,1.80,5.99,-130.38,402.8,7170.5,75.6,11.8,-24.8,0.0,n/a,OK,4.0,    
9.00,-3.235,-2954.0,-5108.5,3269.1,1.79,6.02,-129.89,404.9,7219.7,76.2,11.8,-24.8,0.0,n/a,OK,4.0,    
9.50,-3.283,-2955.5,-5211.0,3329.6,1.75,6.05,-129.41,406.9,7289.6,76.8,11.8,-24.8,0.0,n/a,OK,4.0,    
10.00,-3.331,-2956.0,-5314.1,3390.5,1.76,6.09,-128.93,409.0,7334.4,77.4,11.8,-24.8,0.0,n/a,OK,4.0,    
10.50,-3.380,-2955.4,-5417.7,3451.8,1.77,6.12,-128.45,411.0,7381.0,78.1,11.8,-24.8,0.0,n/a,OK,4.0,    
11.00,-3.428,-2953.8,-5521.9,3513.5,1.72,6.15,-127.97,413.0,7433.3,78.7,11.8,-24.8,0.0,n/a,OK,4.0,    
11.50,-3.477,-2951.1,-5626.6,3575.7,1.71,6.18,-127.50,414.9,7479.7,79.2,11.8,-24.8,0.0,n/a,OK,4.0,    
12.00,-3.526,-2947.3,-5731.9,3638.2,1.71,6.21,-127.03,416.9,7532.4,79.8,11.8,-24.8,0.0,n/a,OK,4.0,    
12.50,-3.575,-2942.5,-5837.6,3701.2,1.69,6.24,-126.56,418.8,7582.6,80.4,11.8,-24.8,0.0,n/a,OK,4.0,    
13.00,-3.624,-2936.6,-5943.9,3764.6,1.69,6.27,-126.09,420.7,7625.8,81.0,11.8,-24.8,0.0,n/a,OK,4.0,    
13.50,-3.673,-2929.6,-6050.6,3828.2,1.71,6.30,-125.63,422.6,7664.7,81.6,11.8,-24.8,0.0,n/a,OK,4.0,    
14.00,-3.723,-2921.6,-6157.7,3892.3,1.68,6.33,-125.17,424.5,7713.0,82.2,11.8,-24.8,0.0,n/a,OK,4.0,    
14.50,-3.773,-2912.4,-6265.3,3956.8,1.68,6.36,-124.71,426.3,7759.0,82.7,11.8,-24.8,0.0,n/a,OK,4.0,    
15.00,-3.823,-2902.2,-6373.3,4021.7,1.66,6.38,-124.26,428.2,7809.5,83.3,11.8,-24.8,0.0,n/a,OK,4.0,    
15.50,-3.873,-2890.9,-6481.7,4086.9,1.63,6.41,-123.80,430.0,7850.6,83.8,11.8,-24.8,0.0,n/a,OK,4.0,    
16.00,-3.924,-2878.4,-6590.5,4152.4,1.47,6.44,-123.35,431.8,7843.7,84.3,11.6,-24.8,0.0,n/a,OK,4.0,    
16.50,-3.974,-2865.0,-6699.8,4217.4,1.44,6.46,-122.91,433.6,7759.8,84.8,11.4,-24.8,0.0,n/a,OK,4.0,    
17.00,-4.025,-2850.7,-6809.5,4281.8,1.38,6.49,-122.46,435.4,7692.4,85.3,11.2,-24.8,0.0,n/a,OK,4.0,    
17.50,-4.077,-2835.3,-6919.6,4345.5,1.31,6.51,-122.02,437.3,7591.0,85.7,11.0,-24.8,0.0,n/a,OK,4.0,    
18.00,-4.128,-2819.0,-7030.2,4408.3,1.28,6.52,-121.59,439.1,7469.0,86.1,10.8,-24.7,0.0,n/a,OK,4.0,    
18.50,-4.180,-2801.8,-7141.2,4470.1,1.25,6.53,-121.15,441.0,7345.3,86.6,10.6,-24.7,0.0,n/a,OK,4.0,    
19.00,-4.232,-2783.6,-7252.7,4530.7,1.21,6.54,-120.72,442.8,7205.2,87.0,10.3,-24.7,0.0,n/a,OK,4.0,    
19.50,-4.284,-2764.6,-7364.6,4590.1,1.16,6.55,-120.29,444.7,7029.0,87.4,10.0,-25.0,0.0,n/a,OK,4.0,    
20.00,-4.336,-2744.6,-7477.0,4648.0,1.34,6.55,-119.87,446.6,6901.1,87.9,9.9,-24.9,0.0,n/a,OK,4.0,    
20.50,-4.389,-2723.6,-7589.8,4705.7,1.43,6.55,-119.45,448.5,6948.6,88.5,10.0,-25.1,0.0,n/a,OK,4.0,    
21.00,-4.442,-2701.4,-7702.8,4763.7,1.45,6.56,-119.03,450.3,6988.1,89.1,10.1,-25.2,0.0,n/a,OK,4.0,    
21.50,-4.495,-2678.0,-7816.2,4822.2,1.45,6.56,-118.61,452.2,7041.9,89.6,10.1,-25.2,0.0,n/a,OK,4.0,    
22.00,-4.548,-2653.5,-7929.8,4881.0,1.43,6.56,-118.19,454.0,7088.6,90.2,10.1,-25.1,0.0,n/a,OK,4.0,    
22.50,-4.602,-2627.9,-8043.7,4940.1,1.36,6.56,-117.78,455.8,7079.5,90.7,10.0,-24.8,0.0,n/a,OK,4.0,    
23.00,-4.656,-2601.2,-8157.9,4998.9,1.29,6.56,-117.36,457.5,7024.4,91.1,9.8,-24.1,0.0,n/a,OK,4.0,    
23.50,-4.710,-2573.5,-8272.4,5057.1,1.25,6.56,-116.96,459.4,6935.6,91.5,9.6,-23.2,0.0,n/a,OK,4.0,    
24.00,-4.764,-2544.9,-8387.3,5114.5,1.26,6.56,-116.55,461.2,6831.8,91.9,9.5,-22.5,0.0,n/a,OK,4.0,    
24.50,-4.818,-2515.3,-8502.4,5171.4,1.43,6.56,-116.14,462.9,6879.6,92.4,9.7,-22.3,0.0,n/a,OK,4.0,    
25.00,-4.873,-2484.6,-8617.8,5229.0,1.29,6.55,-115.74,464.6,6897.7,92.8,9.5,-23.0,0.0,n/a,OK,4.0,    
25.50,-4.927,-2452.9,-8733.3,5286.5,1.32,6.55,-115.34,466.3,6924.5,93.3,9.6,-23.3,0.0,n/a,OK,4.0,    
26.00,-4.982,-2420.1,-8849.1,5344.3,1.33,6.55,-114.94,468.0,6951.9,93.8,9.6,-23.2,0.0,n/a,OK,4.0,    
26.50,-5.037,-2386.2,-8965.1,5402.4,1.34,6.54,-114.55,469.7,6990.4,94.3,9.6,-23.2,0.0,n/a,OK,4.0,    
27.00,-5.093,-2351.3,-9081.2,5460.8,1.34,6.54,-114.16,471.4,7028.9,94.8,9.6,-23.1,0.0,n/a,OK,4.0,    
27.50,-5.148,-2315.2,-9197.5,5519.5,1.34,6.54,-113.76,473.0,7065.8,95.3,9.6,-23.1,0.0,n/a,OK,4.0,    
