#Time,Rho,X,Z,Alt,AoA,GSE,LUE,Vtot,Vy,Gamma,Pitch,Roll,Yaw,Step,Grade,Points,Details
0.00,0.840,1717.3,32.3,372.4,7.79,0.48,-7.89,141.8,-296.9,30.3,6.0,-29.1,0.0,X0,OK,4.0,    
0.50,0.825,1690.0,47.1,370.0,7.71,0.52,-7.34,141.3,-267.0,29.1,6.2,-24.9,0.0,X0,OK,4.0,    
1.00,0.810,1662.3,60.9,368.0,7.55,0.56,-6.81,141.0,-206.7,27.7,6.4,-22.4,0.0,X0,OK,4.0,    
1.50,0.795,1634.3,73.7,366.5,7.53,0.62,-6.30,140.6,-148.5,26.1,6.6,-22.3,0.0,X0,OK,4.0,    
2.00,0.781,1606.0,85.4,365.5,7.51,0.68,-5.81,140.2,-97.1,24.4,6.7,-22.6,0.0,X0,OK,4.0,    
2.50,0.765,1577.5,96.0,364.8,7.08,0.75,-5.34,139.7,-67.6,23.2,6.4,-21.1,0.0,X0,OK,4.0,    
3.00,0.750,1548.8,105.6,364.3,6.25,0.83,-4.89,139.3,-47.7,22.4,5.8,-18.6,0.0,X0,OK,4.0,    
3.50,0.735,1520.1,114.5,363.9,5.85,0.90,-4.45,138.3,-70.9,21.5,5.3,-17.7,0.0,X0,OK,4.0,    
4.00,0.720,1491.5,122.5,363.2,6.09,0.98,-4.03,136.9,-98.3,20.2,5.4,-18.0,0.0,X0,OK,4.0,    
4.50,0.705,1463.1,129.7,362.2,5.80,1.06,-3.63,135.6,-137.9,19.1,5.0,-18.5,0.0,X0,OK,4.0,    
5.00,0.690,1434.7,136.0,360.7,4.93,1.13,-3.25,134.9,-230.8,18.3,3.9,-18.7,0.0,X0,OK,4.0,    
5.50,0.675,1406.4,141.6,358.3,5.40,1.20,-2.89,134.6,-343.5,17.2,3.8,-18.8,0.0,X0,OK,4.0,    
6.00,0.661,1378.1,146.4,355.3,7.43,1.25,-2.54,133.8,-379.8,15.3,5.6,-19.7,0.0,X0,OK,4.0,    
6.50,0.646,1350.0,150.4,352.2,8.57,1.31,-2.22,132.8,-351.9,13.5,6.8,-20.5,0.0,X0,OK,4.0,    
7.00,0.631,1322.0,153.4,349.3,7.96,1.38,-1.93,131.6,-369.2,12.3,6.1,-20.7,0.0,X0,OK,4.0,    
7.50,0.616,1294.2,155.5,345.9,7.04,1.44,-1.66,130.8,-451.0,11.4,4.8,-20.5,0.0,X0,OK,4.0,    
8.00,0.601,1266.6,156.8,341.7,7.02,1.49,-1.43,130.1,-555.3,10.1,4.4,-20.2,0.0,X0,OK,4.0,    
8.50,0.587,1239.1,157.3,336.7,7.59,1.53,-1.22,129.5,-631.5,8.5,4.6,-20.1,0.0,X0,OK,4.0,    
