#Time,Rho,X,Z,Alt,AoA,GSE,LUE,Vtot,Vy,Gamma,Pitch,Roll,Yaw,Step,Grade,Points,Details
0.00,13.817,23678.9,10096.9,1863.9,0.90,-2.23,14.04,607.5,-455.2,35.8,0.5,-1.2,0.0,n/a,OK,4.0,    
0.50,13.742,23576.0,9984.7,1860.1,0.91,-2.23,13.90,607.5,-434.4,35.8,0.5,-1.2,0.0,n/a,OK,4.0,    
1.00,13.667,23473.2,9872.4,1856.6,0.90,-2.22,13.76,607.4,-412.8,35.9,0.5,-1.2,0.0,n/a,OK,4.0,    
1.50,13.592,23370.5,9760.1,1853.2,0.89,-2.22,13.61,607.4,-396.0,35.9,0.5,-1.3,0.0,n/a,OK,4.0,    
2.00,13.518,23267.8,9647.8,1850.0,0.90,-2.21,13.47,607.4,-380.9,35.9,0.5,-1.3,0.0,n/a,OK,4.0,    
2.50,13.443,23165.1,9535.5,1846.9,0.90,-2.21,13.32,607.4,-360.3,35.9,0.6,-1.3,0.0,n/a,OK,4.0,    
3.00,13.369,23062.5,9423.1,1844.0,0.90,-2.20,13.17,607.3,-339.7,35.9,0.6,-1.3,0.0,n/a,OK,4.0,    
3.50,13.295,22959.9,9310.7,1841.2,0.90,-2.20,13.02,607.2,-322.5,35.9,0.6,-1.3,0.0,n/a,OK,4.0,    
4.00,13.221,22857.4,9198.2,1838.6,0.89,-2.19,12.87,607.2,-301.5,36.0,0.6,-1.3,0.0,n/a,OK,4.0,    
4.50,13.147,22754.9,9085.7,1836.2,0.89,-2.19,12.71,607.1,-282.6,36.0,0.6,-1.3,0.0,n/a,OK,4.0,    
5.00,13.073,22652.5,8973.2,1833.9,0.88,-2.18,12.55,607.1,-266.1,36.0,0.6,-1.3,0.0,n/a,OK,4.0,    
5.50,12.999,22550.1,8860.7,1831.8,0.88,-2.18,12.40,607.1,-246.1,36.0,0.7,-1.3,0.0,n/a,OK,4.0,    
6.00,12.925,22447.8,8748.1,1829.8,0.88,-2.17,12.24,607.1,-231.6,36.0,0.7,-1.3,0.0,n/a,OK,4.0,    
6.50,12.852,22345.5,8635.5,1828.0,0.88,-2.16,12.07,607.0,-209.2,36.1,0.7,-1.2,0.0,n/a,OK,4.0,    
7.00,12.778,22243.2,8522.9,1826.3,0.89,-2.16,11.91,607.0,-192.3,36.1,0.7,-1.2,0.0,n/a,OK,4.0,    
7.50,12.705,22141.0,8410.2,1824.8,0.92,-2.15,11.74,606.9,-151.4,36.1,0.8,-1.2,0.0,n/a,OK,4.0,    
8.00,12.632,22038.9,8297.6,1824.0,0.93,-2.14,11.58,606.8,-55.1,36.1,0.9,-1.2,0.0,n/a,OK,4.0,    
8.50,12.559,21936.8,8184.9,1823.7,0.92,-2.14,11.41,606.7,-12.2,36.1,0.9,-1.3,0.0,n/a,OK,4.0,    
9.00,12.486,21834.7,8072.1,1823.7,0.90,-2.13,11.23,606.7,4.6,36.2,0.9,-1.2,0.0,n/a,OK,4.0,    
9.50,12.413,21732.8,7959.4,1823.8,0.88,-2.12,11.06,606.3,22.4,36.2,0.9,-1.2,0.0,n/a,OK,4.0,    
10.00,12.341,21631.3,7847.1,1823.9,0.88,-2.11,10.88,600.4,10.1,36.2,0.9,-1.2,0.0,n/a,OK,4.0,    
10.50,12.269,21531.3,7736.2,1823.9,0.90,-2.10,10.71,591.9,-7.3,36.2,0.9,-1.2,0.0,n/a,OK,4.0,    
11.00,12.199,21432.7,7626.6,1823.9,0.93,-2.10,10.53,585.2,-3.8,36.2,0.9,-1.2,0.0,n/a,OK,4.0,    
11.50,12.130,21335.2,7518.2,1823.9,0.95,-2.09,10.35,579.3,16.4,36.2,1.0,-1.2,0.0,n/a,OK,4.0,    
12.00,12.062,21238.9,7410.8,1824.1,0.97,-2.08,10.18,573.5,40.4,36.3,1.0,-1.2,0.0,n/a,OK,4.0,    
12.50,11.994,21143.6,7304.4,1824.6,0.98,-2.07,10.00,567.5,74.8,36.3,1.0,-1.2,0.0,n/a,OK,4.0,    
13.00,11.928,21049.5,7199.1,1825.4,0.98,-2.06,9.82,561.5,118.1,36.3,1.1,-1.2,0.0,n/a,OK,4.0,    
13.50,11.862,20956.4,7094.8,1826.5,1.00,-2.05,9.65,555.8,158.3,36.3,1.2,-1.2,0.0,n/a,OK,4.0,    
14.00,11.797,20864.5,6991.6,1828.1,1.03,-2.04,9.47,550.2,219.0,36.3,1.3,-1.2,0.0,n/a,OK,4.0,    
14.50,11.733,20773.5,6889.3,1830.2,1.05,-2.03,9.29,544.7,284.9,36.4,1.4,-1.2,0.0,n/a,OK,4.0,    
15.00,11.669,20683.6,6787.9,1832.8,1.02,-2.02,9.11,539.5,328.8,36.4,1.4,-1.2,0.0,n/a,OK,4.0,    
15.50,11.607,20594.6,6687.5,1835.4,0.95,-2.01,8.93,534.5,269.1,36.4,1.2,-1.1,0.0,n/a,OK,4.0,    
16.00,11.545,20506.6,6587.9,1837.0,0.91,-2.01,8.75,529.7,103.3,36.4,1.0,-0.6,0.0,n/a,OK,4.0,    
16.50,11.484,20419.4,6489.2,1837.5,1.04,-2.00,8.57,525.0,66.7,36.4,1.1,-0.6,0.0,n/a,OK,4.0,    
17.00,11.423,20333.1,6391.3,1838.4,1.07,-1.99,8.39,520.5,134.6,36.4,1.2,-0.6,0.0,n/a,OK,4.0,    
17.50,11.364,20247.5,6294.3,1839.7,1.10,-1.98,8.21,516.1,201.5,36.4,1.3,-0.7,0.0,n/a,OK,4.0,    
18.00,11.304,20162.8,6198.0,1841.7,1.09,-1.97,8.03,511.9,264.2,36.4,1.4,-0.7,0.0,n/a,OK,4.0,    
18.50,11.246,20078.9,6102.4,1844.0,1.06,-1.96,7.84,507.8,272.3,36.5,1.4,-0.7,0.0,n/a,OK,4.0,    
19.00,11.188,19995.7,6007.6,1846.2,1.06,-1.95,7.66,503.8,254.2,36.5,1.4,-0.7,0.0,n/a,OK,4.0,    
19.50,11.131,19913.2,5913.4,1848.2,1.09,-1.94,7.48,499.9,226.2,36.5,1.4,-0.7,0.0,n/a,OK,4.0,    
20.00,11.074,19831.5,5820.0,1850.0,1.09,-1.93,7.29,496.1,204.1,36.5,1.3,-0.7,0.0,n/a,OK,4.0,    
20.50,11.018,19750.4,5727.2,1851.4,1.05,-1.92,7.11,492.4,117.8,36.5,1.2,-0.7,0.0,n/a,OK,4.0,    
21.00,10.962,19670.0,5635.1,1851.8,1.06,-1.91,6.92,488.9,-17.9,36.5,1.0,-0.7,0.0,n/a,OK,4.0,    
21.50,10.907,19590.2,5543.6,1851.2,1.08,-1.91,6.74,485.5,-138.7,36.6,0.9,-0.7,0.0,n/a,OK,4.0,    
