#Time,Rho,X,Z,Alt,AoA,GSE,LUE,Vtot,Vy,Gamma,Pitch,Roll,Yaw,Step,Grade,Points,Details
0.00,34.967,60338.8,23937.4,17214.7,1.27,1.13,12.53,692.3,-10248.5,12.0,-7.0,-0.7,-0.0,n/a,OK,4.0,    
0.50,34.875,60179.4,23876.8,17129.3,1.25,1.12,12.54,691.1,-10243.0,12.0,-7.0,-0.7,-0.0,n/a,OK,4.0,    
1.00,34.783,60020.3,23816.3,17044.0,1.25,1.11,12.54,689.9,-10232.2,12.0,-7.1,-0.8,-0.0,n/a,OK,4.0,    
1.50,34.691,59861.5,23755.9,16958.8,1.24,1.09,12.54,688.7,-10216.9,12.0,-7.1,-0.8,-0.0,n/a,OK,4.0,    
2.00,34.600,59703.0,23695.5,16873.7,1.23,1.08,12.54,687.6,-10204.7,12.0,-7.1,-0.8,-0.0,n/a,OK,4.0,    
2.50,34.508,59544.9,23635.2,16788.7,1.22,1.07,12.54,686.4,-10189.7,12.0,-7.1,-0.7,-0.0,n/a,OK,4.0,    
3.00,34.417,59387.0,23575.0,16703.8,1.23,1.06,12.55,685.2,-10178.7,12.0,-7.1,-0.7,-0.0,n/a,OK,4.0,    
3.50,34.326,59229.4,23514.8,16619.0,1.24,1.05,12.55,684.1,-10169.9,12.1,-7.1,-0.6,-0.0,n/a,OK,4.0,    
4.00,34.235,59072.1,23454.6,16534.3,1.26,1.04,12.55,682.9,-10164.6,12.1,-7.0,-0.5,-0.0,n/a,OK,4.0,    
4.50,34.144,58915.1,23394.5,16449.6,1.26,1.03,12.55,681.8,-10162.2,12.0,-7.0,-0.4,-0.0,n/a,OK,4.0,    
5.00,34.054,58758.3,23334.5,16365.0,1.25,1.02,12.55,680.7,-10156.4,12.0,-7.0,-0.4,-0.0,n/a,OK,4.0,    
5.50,33.963,58601.9,23274.6,16280.3,1.24,1.01,12.56,679.5,-10148.9,12.0,-7.0,-0.5,-0.0,n/a,OK,4.0,    
6.00,33.873,58445.8,23214.7,16195.8,1.23,0.99,12.56,678.4,-10136.7,12.0,-7.1,-0.5,-0.0,n/a,OK,4.0,    
6.50,33.783,58289.9,23154.9,16111.4,1.22,0.98,12.56,677.3,-10126.5,12.0,-7.1,-0.6,-0.0,n/a,OK,4.0,    
7.00,33.693,58134.3,23095.1,16027.1,1.21,0.97,12.56,676.2,-10111.0,12.0,-7.1,-0.6,-0.0,n/a,OK,4.0,    
7.50,33.603,57979.0,23035.4,15942.9,1.20,0.96,12.56,675.1,-10095.5,12.0,-7.1,-0.6,-0.0,n/a,OK,4.0,    
8.00,33.513,57824.0,22975.7,15858.8,1.21,0.95,12.57,674.0,-10086.1,12.0,-7.1,-0.7,-0.0,n/a,OK,4.0,    
8.50,33.424,57669.2,22916.1,15774.8,1.23,0.94,12.57,672.9,-10078.9,12.0,-7.1,-0.7,-0.0,n/a,OK,4.0,    
9.00,33.335,57514.8,22856.6,15690.8,1.23,0.92,12.57,671.8,-10064.2,12.0,-7.1,-0.6,-0.0,n/a,OK,4.0,    
9.50,33.245,57360.6,22797.1,15607.0,1.22,0.91,12.57,670.8,-10050.7,12.0,-7.1,-0.6,-0.0,n/a,OK,4.0,    
10.00,33.156,57206.6,22737.6,15523.3,1.22,0.90,12.57,669.7,-10038.4,12.0,-7.1,-0.6,-0.0,n/a,OK,4.0,    
10.50,33.067,57053.0,22678.2,15439.7,1.22,0.89,12.57,668.7,-10016.6,12.0,-7.1,-0.6,-0.0,n/a,OK,4.0,    
11.00,32.978,56899.6,22618.9,15356.3,1.22,0.88,12.58,667.6,-9995.4,12.0,-7.1,-0.6,-0.0,n/a,OK,4.0,    
11.50,32.890,56746.5,22559.6,15273.2,1.21,0.86,12.58,666.6,-9968.1,12.0,-7.1,-0.6,-0.0,n/a,OK,4.0,    
12.00,32.801,56593.6,22500.4,15190.2,1.19,0.85,12.58,665.5,-9937.7,12.0,-7.1,-0.6,-0.0,n/a,OK,4.0,    
12.50,32.713,56441.0,22441.2,15107.5,1.19,0.84,12.58,664.5,-9911.2,12.1,-7.1,-0.5,-0.0,n/a,OK,4.0,    
13.00,32.625,56288.6,22382.0,15025.0,1.20,0.83,12.58,663.4,-9883.6,12.1,-7.1,-0.4,-0.0,n/a,OK,4.0,    
13.50,32.537,56136.5,22322.9,14942.7,1.22,0.82,12.58,662.4,-9866.5,12.1,-7.1,-0.3,-0.0,n/a,OK,4.0,    
14.00,32.449,55984.7,22263.9,14860.6,1.22,0.80,12.58,661.4,-9843.5,12.0,-7.1,-0.3,-0.0,n/a,OK,4.0,    
14.50,32.361,55833.1,22205.0,14778.6,1.20,0.79,12.58,660.4,-9823.5,12.1,-7.1,-0.3,-0.0,n/a,OK,4.0,    
15.00,32.273,55681.7,22146.0,14696.9,1.19,0.78,12.59,659.4,-9804.4,12.1,-7.1,-0.2,-0.0,n/a,OK,4.0,    
15.50,32.185,55530.6,22087.2,14615.2,1.21,0.77,12.59,658.4,-9784.8,12.1,-7.1,-0.2,-0.0,n/a,OK,4.0,    
16.00,32.098,55379.8,22028.4,14533.7,1.22,0.76,12.59,657.3,-9773.0,12.1,-7.1,-0.1,-0.0,n/a,OK,4.0,    
16.50,32.011,55229.2,21969.7,14452.4,1.21,0.74,12.59,656.4,-9753.5,12.1,-7.1,-0.0,-0.0,n/a,OK,4.0,    
17.00,31.924,55078.8,21911.0,14371.2,1.19,0.73,12.59,655.3,-9734.2,12.0,-7.1,-0.1,-0.0,n/a,OK,4.0,    
17.50,31.837,54928.7,21852.5,14290.1,1.19,0.72,12.59,654.3,-9715.5,12.1,-7.1,-0.1,-0.0,n/a,OK,4.0,    
18.00,31.750,54778.9,21794.0,14209.2,1.19,0.71,12.59,653.4,-9695.9,12.1,-7.1,-0.1,-0.0,n/a,OK,4.0,    
18.50,31.663,54629.2,21735.5,14128.5,1.19,0.69,12.59,652.4,-9679.5,12.1,-7.1,-0.1,-0.0,n/a,OK,4.0,    
19.00,31.576,54479.8,21677.1,14047.9,1.18,0.68,12.59,651.4,-9664.5,12.1,-7.1,-0.0,-0.0,n/a,OK,4.0,    
19.50,31.490,54330.7,21618.8,13967.4,1.18,0.67,12.60,650.5,-9649.4,12.1,-7.1,-0.0,-0.0,n/a,OK,4.0,    
20.00,31.404,54181.8,21560.5,13887.1,1.18,0.66,12.60,649.6,-9631.9,12.1,-7.1,-0.0,-0.0,n/a,OK,4.0,    
20.50,31.317,54033.1,21502.3,13806.9,1.17,0.64,12.60,648.6,-9617.8,12.1,-7.1,-0.1,-0.0,n/a,OK,4.0,    
21.00,31.231,53884.6,21444.2,13726.8,1.17,0.63,12.60,647.7,-9600.2,12.1,-7.1,-0.0,-0.0,n/a,OK,4.0,    
21.50,31.145,53736.4,21386.1,13646.8,1.17,0.62,12.60,646.8,-9587.5,12.1,-7.1,0.0,-0.0,n/a,OK,4.0,    
22.00,31.060,53588.4,21328.1,13567.0,1.17,0.61,12.60,645.8,-9572.5,12.1,-7.1,0.1,-0.0,n/a,OK,4.0,    
22.50,30.974,53440.6,21270.1,13487.3,1.17,0.59,12.60,645.0,-9560.1,12.1,-7.1,0.1,-0.0,n/a,OK,4.0,    
23.00,30.888,53293.0,21212.2,13407.7,1.16,0.58,12.60,644.1,-9545.4,12.1,-7.1,0.1,-0.0,n/a,OK,4.0,    
23.50,30.803,53145.7,21154.4,13328.2,1.15,0.57,12.60,643.1,-9534.0,12.1,-7.1,0.1,-0.0,n/a,OK,4.0,    
24.00,30.717,52998.6,21096.7,13248.8,1.16,0.55,12.60,642.3,-9524.2,12.1,-7.1,0.1,-0.0,n/a,OK,4.0,    
24.50,30.632,52851.7,21039.0,13169.4,1.16,0.54,12.60,641.4,-9514.3,12.1,-7.1,0.0,-0.0,n/a,OK,4.0,    
25.00,30.547,52705.0,20981.3,13090.2,1.16,0.53,12.61,640.5,-9507.0,12.1,-7.1,0.0,-0.0,n/a,OK,4.0,    
25.50,30.462,52558.5,20923.7,13011.0,1.15,0.52,12.61,639.7,-9498.7,12.1,-7.1,0.1,-0.0,n/a,OK,4.0,    
26.00,30.377,52412.2,20866.2,12931.9,1.15,0.50,12.61,638.8,-9485.4,12.1,-7.1,0.1,-0.0,n/a,OK,4.0,    
26.50,30.293,52266.2,20808.8,12852.9,1.16,0.49,12.61,638.0,-9479.0,12.1,-7.1,0.1,-0.0,n/a,OK,4.0,    
27.00,30.208,52120.3,20751.4,12773.9,1.15,0.48,12.61,637.2,-9469.8,12.1,-7.1,0.1,-0.0,n/a,OK,4.0,    
27.50,30.123,51974.7,20694.0,12695.0,1.15,0.46,12.61,636.3,-9461.2,12.1,-7.1,0.1,-0.0,n/a,OK,4.0,    
