#Time,Rho,X,Z,Alt,AoA,GSE,LUE,Vtot,Vy,Gamma,Pitch,Roll,Yaw,Step,Grade,Points,Details
0.00,39.914,59168.0,44536.3,7726.5,0.97,-1.68,27.87,586.9,-6259.7,160.1,-5.3,36.6,0.0,n/a,OK,4.0,    
0.50,39.997,59304.1,44610.9,7673.6,0.97,-1.69,27.86,586.6,-6430.9,160.7,-5.5,36.4,0.0,n/a,OK,4.0,    
1.00,40.080,59440.8,44684.2,7619.4,0.97,-1.71,27.84,586.3,-6600.9,161.3,-5.6,36.2,0.0,n/a,OK,4.0,    
1.50,40.162,59578.0,44756.2,7563.7,0.97,-1.73,27.82,586.1,-6769.2,161.8,-5.8,36.0,0.0,n/a,OK,4.0,    
2.00,40.245,59715.9,44826.9,7506.6,0.96,-1.74,27.80,585.8,-6933.6,162.3,-6.0,35.7,0.0,n/a,OK,4.0,    
2.50,40.327,59854.3,44896.2,7448.2,0.96,-1.76,27.78,585.7,-7098.2,162.9,-6.1,35.5,0.0,n/a,OK,4.0,    
3.00,40.409,59993.4,44964.3,7388.5,1.06,-1.78,27.76,585.5,-7182.2,163.5,-6.1,35.3,0.0,n/a,OK,4.0,    
3.50,40.491,60133.1,45030.8,7328.7,1.13,-1.80,27.73,585.3,-7163.1,164.3,-6.1,35.1,0.0,n/a,OK,4.0,    
4.00,40.573,60273.6,45095.7,7269.8,1.48,-1.81,27.71,585.0,-6865.0,165.3,-5.5,34.8,0.0,n/a,OK,4.0,    
4.50,40.654,60415.4,45158.0,7215.7,1.69,-1.83,27.68,584.6,-6097.4,166.6,-4.5,34.4,0.0,n/a,OK,4.0,    
5.00,40.735,60558.4,45217.7,7167.8,1.84,-1.84,27.65,583.9,-5321.8,167.8,-3.7,34.0,0.0,n/a,OK,4.0,    
5.50,40.816,60702.6,45274.8,7126.6,1.64,-1.86,27.62,583.0,-4615.5,168.8,-3.1,33.7,0.0,n/a,OK,4.0,    
6.00,40.896,60847.4,45329.7,7089.3,1.49,-1.87,27.59,582.3,-4359.7,169.4,-3.0,33.4,0.0,n/a,OK,4.0,    
6.50,40.977,60992.9,45382.8,7053.8,1.39,-1.88,27.56,581.6,-4179.0,170.1,-2.9,33.1,0.0,n/a,OK,4.0,    
7.00,41.056,61138.8,45434.2,7019.3,1.35,-1.89,27.52,581.1,-4090.2,170.8,-2.9,32.9,0.0,n/a,OK,4.0,    
7.50,41.136,61285.2,45483.7,6985.8,1.32,-1.90,27.49,580.5,-3946.3,171.4,-2.7,32.7,0.0,n/a,OK,4.0,    
8.00,41.215,61432.1,45531.6,6953.3,1.18,-1.91,27.45,580.0,-3882.9,172.0,-2.8,32.4,0.0,n/a,OK,4.0,    
8.50,41.294,61579.4,45578.0,6920.6,1.11,-1.92,27.41,579.5,-3971.8,172.5,-2.9,32.2,0.0,n/a,OK,4.0,    
9.00,41.372,61726.9,45623.1,6887.1,1.07,-1.93,27.37,579.0,-4086.1,173.0,-3.1,32.0,0.0,n/a,OK,4.0,    
9.50,41.450,61874.7,45666.8,6852.5,1.03,-1.94,27.33,578.6,-4200.1,173.5,-3.2,31.8,0.0,n/a,OK,4.0,    
10.00,41.528,62022.8,45709.3,6817.1,1.00,-1.95,27.29,578.3,-4310.1,174.0,-3.4,31.6,0.0,n/a,OK,4.0,    
10.50,41.606,62171.1,45750.4,6780.8,0.98,-1.96,27.25,577.9,-4413.6,174.5,-3.5,31.4,0.0,n/a,OK,4.0,    
11.00,41.683,62319.7,45790.3,6743.6,0.96,-1.98,27.21,577.5,-4520.2,175.0,-3.6,31.2,0.0,n/a,OK,4.0,    
11.50,41.760,62468.5,45829.0,6705.5,0.95,-1.99,27.17,577.2,-4629.7,175.4,-3.7,31.0,0.0,n/a,OK,4.0,    
12.00,41.837,62617.5,45866.4,6666.4,0.94,-2.00,27.13,576.9,-4745.6,175.9,-3.9,30.8,0.0,n/a,OK,4.0,    
12.50,41.914,62766.8,45902.6,6626.4,0.93,-2.01,27.08,576.7,-4859.5,176.4,-4.0,30.6,0.0,n/a,OK,4.0,    
13.00,41.990,62916.3,45937.5,6585.4,0.92,-2.02,27.04,576.4,-4975.5,176.9,-4.1,30.4,0.0,n/a,OK,4.0,    
13.50,42.066,63065.9,45971.3,6543.5,0.92,-2.03,26.99,576.2,-5089.2,177.4,-4.2,30.2,0.0,n/a,OK,4.0,    
14.00,42.142,63215.8,46003.8,6500.6,0.92,-2.05,26.95,576.1,-5209.6,177.8,-4.3,30.0,0.0,n/a,OK,4.0,    
14.50,42.217,63365.9,46035.2,6456.7,0.92,-2.06,26.90,575.9,-5325.0,178.3,-4.5,29.8,0.0,n/a,OK,4.0,    
15.00,42.292,63516.1,46065.3,6411.9,0.92,-2.07,26.85,575.8,-5440.0,178.8,-4.6,29.6,0.0,n/a,OK,4.0,    
15.50,42.367,63666.6,46094.3,6366.1,0.93,-2.08,26.81,575.7,-5557.7,179.2,-4.7,29.4,0.0,n/a,OK,4.0,    
16.00,42.442,63817.2,46122.1,6319.3,0.92,-2.10,26.76,575.6,-5670.4,179.7,-4.8,29.3,0.0,n/a,OK,4.0,    
16.50,42.516,63968.0,46148.8,6271.6,0.91,-2.11,26.71,575.5,-5794.0,179.8,-4.9,32.9,0.0,n/a,OK,4.0,    
17.00,42.590,64118.9,46174.1,6222.6,0.81,-2.12,26.66,575.5,-6002.2,179.2,-5.3,43.5,0.0,n/a,OK,4.0,    
17.50,42.664,64270.1,46197.6,6171.4,0.82,-2.14,26.61,575.4,-6283.7,178.3,-5.6,50.7,0.0,n/a,OK,4.0,    
18.00,42.737,64421.5,46219.0,6118.4,0.98,-2.15,26.56,575.3,-6405.2,177.2,-5.6,50.2,0.0,n/a,OK,4.0,    
18.50,42.810,64573.3,46237.9,6064.5,0.93,-2.17,26.51,575.3,-6590.8,176.4,-5.8,53.3,0.0,n/a,OK,4.0,    
19.00,42.881,64725.2,46254.7,6008.6,1.43,-2.18,26.45,575.2,-6736.6,174.8,-5.8,55.4,0.0,n/a,OK,4.0,    
19.50,42.952,64877.5,46267.3,5954.2,1.62,-2.19,26.40,574.8,-6293.1,172.6,-5.2,56.6,0.0,n/a,OK,4.0,    
20.00,43.022,65030.1,46275.0,5902.4,1.58,-2.21,26.34,574.4,-6158.8,170.8,-5.2,62.6,0.0,n/a,OK,4.0,    
20.50,43.090,65182.8,46278.1,5851.1,1.65,-2.22,26.27,573.7,-6200.9,168.7,-5.4,68.6,0.0,n/a,OK,4.0,    
21.00,43.156,65335.3,46275.9,5798.7,1.80,-2.23,26.21,573.0,-6377.4,166.3,-5.6,72.6,0.0,n/a,OK,4.0,    
21.50,43.221,65487.3,46267.9,5744.7,2.06,-2.25,26.14,572.4,-6585.4,163.6,-5.8,74.1,0.0,n/a,OK,4.0,    
22.00,43.283,65638.6,46253.3,5689.2,2.24,-2.26,26.07,571.6,-6738.0,160.6,-5.9,75.0,0.0,n/a,OK,4.0,    
22.50,43.343,65788.8,46231.9,5632.0,2.32,-2.28,26.00,570.8,-7032.0,157.9,-6.3,77.3,0.0,n/a,OK,4.0,    
23.00,43.399,65937.5,46203.7,5572.3,2.76,-2.29,25.92,569.8,-7248.2,154.4,-6.5,75.9,0.0,n/a,OK,4.0,    
