#Time,Rho,X,Z,Alt,AoA,GSE,LUE,Vtot,Vy,Gamma,Pitch,Roll,Yaw,Step,Grade,Points,Details
0.00,21.977,40852.8,939.2,5803.7,4.35,-1.02,-7.81,305.8,-0.9,121.1,4.1,-27.3,0.0,n/a,OK,4.0,    
0.50,22.007,40910.2,879.7,5803.7,4.35,-1.02,-7.90,305.9,0.3,122.0,4.1,-27.3,0.0,n/a,OK,4.0,    
1.00,22.038,40968.6,821.0,5803.7,4.35,-1.02,-7.98,306.1,0.7,122.9,4.1,-27.3,0.0,n/a,OK,4.0,    
1.50,22.069,41027.9,763.2,5803.7,4.35,-1.03,-8.06,306.2,0.5,123.8,4.1,-27.3,0.0,n/a,OK,4.0,    
2.00,22.101,41088.1,706.1,5803.7,4.35,-1.03,-8.14,306.4,2.5,124.7,4.1,-27.3,0.0,n/a,OK,4.0,    
2.50,22.134,41149.2,649.9,5803.8,4.35,-1.03,-8.22,306.5,-0.1,125.5,4.1,-27.3,0.0,n/a,OK,4.0,    
3.00,22.167,41211.2,594.4,5803.8,4.34,-1.04,-8.30,306.7,1.3,126.4,4.1,-27.3,0.0,n/a,OK,4.0,    
3.50,22.200,41274.1,539.9,5803.8,4.34,-1.04,-8.38,306.8,0.5,127.3,4.1,-27.3,0.0,n/a,OK,4.0,    
4.00,22.234,41337.8,486.2,5803.8,4.34,-1.04,-8.46,307.0,3.6,128.2,4.1,-27.3,0.0,n/a,OK,4.0,    
4.50,22.269,41402.4,433.4,5803.8,4.35,-1.05,-8.53,307.1,1.2,129.1,4.1,-27.3,0.0,n/a,OK,4.0,    
5.00,22.304,41467.8,381.4,5803.8,4.35,-1.05,-8.60,307.3,-1.2,129.9,4.1,-27.3,0.0,n/a,OK,4.0,    
5.50,22.340,41534.1,330.4,5803.8,4.35,-1.06,-8.67,307.4,-1.0,130.8,4.1,-27.3,0.0,n/a,OK,4.0,    
6.00,22.376,41601.2,280.3,5803.8,4.34,-1.06,-8.74,307.5,-0.2,131.7,4.1,-27.3,0.0,n/a,OK,4.0,    
6.50,22.412,41669.1,231.1,5803.8,4.34,-1.06,-8.81,307.7,0.2,132.6,4.1,-27.3,0.0,n/a,OK,4.0,    
7.00,22.449,41737.7,182.9,5803.8,4.34,-1.07,-8.88,307.9,0.2,133.5,4.1,-27.3,0.0,n/a,OK,4.0,    
7.50,22.486,41807.1,135.6,5803.8,4.35,-1.07,-8.95,308.0,-3.9,134.3,4.1,-27.3,0.0,n/a,OK,4.0,    
8.00,22.524,41877.3,89.3,5803.8,4.35,-1.08,-9.01,308.2,1.2,135.2,4.1,-27.3,0.0,n/a,OK,4.0,    
8.50,22.563,41948.2,43.9,5803.8,4.35,-1.08,-9.07,308.3,-3.6,136.1,4.1,-27.3,0.0,n/a,OK,4.0,    
9.00,22.601,42019.9,-0.4,5803.8,4.34,-1.08,-9.13,308.4,1.1,137.0,4.1,-27.3,0.0,n/a,OK,4.0,    
9.50,22.640,42092.2,-43.8,5803.8,4.34,-1.09,-9.19,308.6,-1.0,137.9,4.1,-27.3,0.0,n/a,OK,4.0,    
10.00,22.680,42165.3,-86.1,5803.8,4.34,-1.09,-9.25,308.7,1.3,138.7,4.1,-27.3,0.0,n/a,OK,4.0,    
10.50,22.720,42239.0,-127.4,5803.8,4.35,-1.10,-9.30,308.9,-0.8,139.6,4.1,-27.3,0.0,n/a,OK,4.0,    
11.00,22.760,42313.4,-167.7,5803.8,4.35,-1.10,-9.36,309.1,-4.4,140.5,4.1,-27.3,0.0,n/a,OK,4.0,    
11.50,22.800,42388.4,-207.0,5803.7,4.34,-1.11,-9.41,309.2,0.7,141.4,4.1,-27.3,0.0,n/a,OK,4.0,    
12.00,22.841,42464.1,-245.2,5803.8,4.34,-1.11,-9.46,309.4,-0.1,142.3,4.1,-27.3,0.0,n/a,OK,4.0,    
12.50,22.883,42540.3,-282.4,5803.8,4.34,-1.11,-9.51,309.5,0.2,143.1,4.1,-27.3,0.0,n/a,OK,4.0,    
13.00,22.924,42617.2,-318.4,5803.8,4.34,-1.12,-9.56,309.6,-0.0,144.0,4.1,-27.3,0.0,n/a,OK,4.0,    
13.50,22.966,42694.6,-353.4,5803.8,4.34,-1.12,-9.61,309.8,0.3,144.9,4.1,-27.3,0.0,n/a,OK,4.0,    
14.00,23.009,42772.7,-387.4,5803.8,4.34,-1.13,-9.65,310.0,0.3,145.8,4.1,-27.3,0.0,n/a,OK,4.0,    
14.50,23.051,42851.2,-420.2,5803.8,4.34,-1.13,-9.69,310.1,0.2,146.7,4.1,-27.3,0.0,n/a,OK,4.0,    
15.00,23.094,42930.3,-451.9,5803.8,4.35,-1.14,-9.74,310.3,-0.1,147.5,4.1,-27.3,0.0,n/a,OK,4.0,    
15.50,23.137,43009.9,-482.5,5803.8,4.34,-1.14,-9.78,310.4,-0.1,148.4,4.1,-27.3,0.0,n/a,OK,4.0,    
16.00,23.181,43090.0,-512.0,5803.8,4.35,-1.14,-9.81,310.6,-0.1,149.3,4.1,-27.3,0.0,n/a,OK,4.0,    
16.50,23.224,43170.6,-540.4,5803.8,4.34,-1.15,-9.85,310.7,2.6,150.2,4.1,-27.3,0.0,n/a,OK,4.0,    
17.00,23.268,43251.7,-567.6,5803.8,4.34,-1.15,-9.89,310.9,-0.3,151.1,4.1,-27.3,0.0,n/a,OK,4.0,    
17.50,23.313,43333.1,-593.7,5803.8,4.34,-1.16,-9.92,311.0,-0.1,151.9,4.1,-27.3,0.0,n/a,OK,4.0,    
18.00,23.357,43415.1,-618.6,5803.8,4.34,-1.16,-9.95,311.2,-0.2,152.8,4.1,-27.3,0.0,n/a,OK,4.0,    
18.50,23.402,43497.4,-642.4,5803.8,4.34,-1.17,-9.98,311.3,3.6,153.7,4.1,-27.3,0.0,n/a,OK,4.0,    
19.00,23.446,43580.1,-665.1,5803.8,4.35,-1.17,-10.01,311.5,-0.6,154.6,4.1,-27.3,0.0,n/a,OK,4.0,    
19.50,23.492,43663.2,-686.5,5803.8,4.34,-1.18,-10.03,311.6,-0.4,155.4,4.1,-27.3,0.0,n/a,OK,4.0,    
20.00,23.537,43746.7,-706.8,5803.8,4.34,-1.18,-10.06,311.8,-0.5,156.3,4.1,-27.3,0.0,n/a,OK,4.0,    
20.50,23.582,43830.4,-725.9,5803.8,4.34,-1.18,-10.08,311.9,-0.1,157.2,4.1,-27.3,0.0,n/a,OK,4.0,    
21.00,23.628,43914.5,-743.9,5803.8,4.34,-1.19,-10.10,312.1,0.1,158.1,4.1,-27.3,0.0,n/a,OK,4.0,    
21.50,23.673,43999.0,-760.6,5803.8,4.34,-1.19,-10.12,312.2,0.1,159.0,4.1,-27.3,0.0,n/a,OK,4.0,    
22.00,23.719,44083.6,-776.2,5803.8,4.34,-1.20,-10.14,312.4,0.1,159.8,4.1,-27.3,0.0,n/a,OK,4.0,    
22.50,23.765,44168.6,-790.5,5803.8,4.34,-1.20,-10.16,312.5,0.0,160.7,4.1,-27.3,0.0,n/a,OK,4.0,    
23.00,23.811,44253.8,-803.7,5803.8,4.34,-1.21,-10.17,312.7,0.0,161.6,4.1,-27.3,0.0,n/a,OK,4.0,    
23.50,23.858,44339.2,-815.7,5803.8,4.34,-1.21,-10.19,312.8,-1.1,162.5,4.1,-27.3,0.0,n/a,OK,4.0,    
24.00,23.904,44424.9,-826.4,5803.8,4.34,-1.22,-10.20,313.0,0.3,163.4,4.1,-27.3,0.0,n/a,OK,4.0,    
24.50,23.950,44510.7,-836.0,5803.8,4.34,-1.22,-10.21,313.1,-0.1,164.2,4.1,-27.3,0.0,n/a,OK,4.0,    
25.00,23.997,44596.7,-844.3,5803.8,4.33,-1.22,-10.22,313.2,5.1,165.1,4.1,-27.3,0.0,n/a,OK,4.0,    
25.50,24.044,44682.9,-851.4,5803.8,4.34,-1.23,-10.23,313.4,2.6,166.0,4.1,-27.3,0.0,n/a,OK,4.0,    
26.00,24.090,44769.2,-857.3,5803.9,4.33,-1.23,-10.23,313.5,7.5,166.9,4.1,-27.3,0.0,n/a,OK,4.0,    
26.50,24.137,44855.6,-862.0,5804.0,4.32,-1.24,-10.23,313.7,10.2,167.8,4.1,-27.3,0.0,n/a,OK,4.0,    
27.00,24.184,44942.1,-865.4,5804.0,4.31,-1.24,-10.24,313.8,12.6,168.6,4.1,-27.3,0.0,n/a,OK,4.0,    
27.50,24.230,45028.7,-867.7,5804.1,4.31,-1.25,-10.24,314.0,12.0,169.5,4.1,-27.3,0.0,n/a,OK,4.0,    
28.00,24.277,45115.3,-868.7,5804.2,4.31,-1.25,-10.24,314.1,10.0,170.4,4.1,-27.3,0.0,n/a,OK,4.0,    
28.50,24.324,45202.0,-868.5,5804.3,4.29,-1.25,-10.23,314.2,12.6,171.3,4.1,-27.3,0.0,n/a,OK,4.0,    
29.00,24.371,45288.7,-867.0,5804.4,4.29,-1.26,-10.23,314.4,11.1,172.1,4.1,-27.3,0.0,n/a,OK,4.0,    
29.50,24.418,45375.4,-864.4,5804.5,4.29,-1.26,-10.23,314.5,9.3,173.0,4.1,-27.3,0.0,n/a,OK,4.0,    
30.00,24.464,45462.1,-860.5,5804.6,4.29,-1.27,-10.22,314.6,6.7,173.9,4.1,-27.3,0.0,n/a,OK,4.0,    
30.50,24.511,45548.8,-855.4,5804.7,4.27,-1.27,-10.21,314.8,9.3,174.8,4.1,-27.3,0.0,n/a,OK,4.0,    
31.00,24.558,45635.4,-849.0,5804.7,4.27,-1.28,-10.20,314.9,5.4,175.7,4.1,-27.3,0.0,n/a,OK,4.0,    
31.50,24.604,45722.0,-841.5,5804.8,4.28,-1.28,-10.19,315.1,-1.8,176.5,4.1,-27.3,0.0,n/a,OK,4.0,    
32.00,24.651,45808.4,-832.8,5804.7,4.28,-1.28,-10.18,315.2,-6.2,177.4,4.0,-27.3,0.0,n/a,OK,4.0,    
32.50,24.698,45894.8,-822.8,5804.7,4.26,-1.29,-10.16,315.4,-5.1,178.3,4.0,-27.3,0.0,n/a,OK,4.0,    
33.00,24.744,45981.1,-811.6,5804.6,4.26,-1.29,-10.15,315.5,-7.7,179.1,4.0,-27.3,0.0,n/a,OK,4.0,    
33.50,24.790,46067.1,-799.2,5804.6,4.26,-1.30,-10.13,315.6,-9.2,180.0,4.0,-27.3,0.0,n/a,OK,4.0,    
34.00,24.837,46153.1,-785.6,5804.5,4.26,-1.30,-10.11,315.7,-11.4,179.1,4.0,-27.3,0.0,n/a,OK,4.0,    
34.50,24.883,46238.8,-770.8,5804.4,4.28,-1.31,-10.09,315.8,-19.0,178.2,4.0,-27.3,0.0,n/a,OK,4.0,    
35.00,24.929,46324.3,-754.8,5804.2,4.28,-1.31,-10.07,316.0,-18.9,177.3,4.0,-27.3,0.0,n/a,OK,4.0,    
35.50,24.975,46409.7,-737.6,5804.1,4.27,-1.31,-10.04,316.1,-15.9,176.4,4.0,-27.3,0.0,n/a,OK,4.0,    
36.00,25.021,46494.8,-719.1,5803.9,4.28,-1.32,-10.02,316.2,-16.9,175.6,4.0,-27.3,0.0,n/a,OK,4.0,    
36.50,25.066,46579.6,-699.5,5803.8,4.28,-1.32,-9.99,316.3,-15.3,174.7,4.0,-27.3,0.0,n/a,OK,4.0,    
37.00,25.112,46664.1,-678.7,5803.7,4.28,-1.33,-9.97,316.4,-14.5,173.8,4.0,-27.3,0.0,n/a,OK,4.0,    
