#Time,Rho,X,Z,Alt,AoA,GSE,LUE,Vtot,Vy,Gamma,Pitch,Roll,Yaw,Step,Grade,Points,Details
0.00,0.670,1403.3,22.9,221.6,9.38,-0.57,-8.00,144.0,46.1,28.6,8.0,-33.5,-0.0,X0,OK,4.0,    
0.50,0.655,1375.3,37.8,222.3,8.67,-0.50,-7.32,143.7,101.8,26.7,7.8,-33.4,-0.0,X0,OK,4.0,    
1.00,0.640,1346.8,51.2,223.3,7.94,-0.42,-6.67,143.6,147.4,25.3,7.6,-30.2,0.0,X0,OK,4.0,    
1.50,0.624,1317.8,63.2,224.7,7.72,-0.33,-6.05,143.3,205.9,24.1,7.7,-26.2,0.0,X0,OK,4.0,    
2.00,0.609,1288.5,74.0,226.8,7.77,-0.22,-5.47,142.6,290.4,22.8,8.2,-22.3,0.0,X0,OK,4.0,    
2.50,0.594,1259.2,83.7,229.6,7.47,-0.10,-4.91,141.0,379.9,21.5,8.3,-20.1,0.0,X0,OK,4.0,    
3.00,0.578,1230.1,92.3,232.9,6.74,0.03,-4.37,139.0,405.4,20.3,7.8,-19.3,0.0,X0,OK,4.0,    
3.50,0.563,1201.3,99.9,236.2,6.11,0.17,-3.86,137.6,378.1,19.3,7.1,-19.1,0.0,X0,OK,4.0,    
4.00,0.548,1172.5,106.6,239.2,6.27,0.31,-3.38,136.5,358.8,18.0,7.2,-19.1,0.0,X0,OK,4.0,    
4.50,0.533,1144.0,112.4,242.1,5.67,0.46,-2.91,134.9,326.4,16.9,6.6,-19.2,0.0,X0,OK,4.0,    
5.00,0.518,1115.7,117.3,244.5,4.49,0.61,-2.47,133.4,223.7,16.2,5.2,-19.3,0.0,X0,OK,4.0,    
5.50,0.503,1087.7,121.4,245.8,4.06,0.74,-2.06,132.2,74.4,15.3,4.3,-19.4,0.0,X0,OK,4.0,    
6.00,0.489,1059.9,124.8,245.8,4.48,0.85,-1.66,131.2,-75.3,14.2,4.1,-19.5,0.0,X0,OK,4.0,    
6.50,0.474,1032.2,127.4,244.6,6.04,0.96,-1.29,130.3,-192.2,12.5,5.2,-20.3,0.0,X0,OK,4.0,    
7.00,0.459,1004.8,129.2,242.8,6.85,1.05,-0.95,129.0,-250.2,10.9,5.7,-20.6,0.0,X0,OK,4.0,    
7.50,0.445,977.6,130.1,240.3,6.04,1.14,-0.65,128.0,-360.5,10.0,4.3,-20.4,0.0,XX,OK,4.0,    
8.00,0.431,950.7,130.3,236.6,5.02,1.20,-0.38,127.4,-544.4,9.2,2.5,-20.4,0.0,IM,--,2.0,_F_H(LUL)X    
8.50,0.416,923.9,129.8,231.3,5.81,1.24,-0.14,126.8,-743.2,7.7,2.4,-20.8,0.0,IM,--,2.0,_F_H(LUL)X _F_HIM   
9.00,0.402,897.3,128.5,224.6,7.94,1.25,0.06,127.0,-853.9,5.5,3.9,-21.3,0.0,IM,--,2.0,_F_H(LUL)X _F_HIM   
9.50,0.387,870.5,126.2,217.3,8.94,1.25,0.21,128.6,-875.9,3.6,4.8,-20.7,0.0,IM,--,2.0,_F_H(LUL)X _F_HIM   
10.00,0.373,843.4,123.1,210.0,7.89,1.26,0.31,129.3,-899.1,2.6,3.8,-19.7,0.0,IM,--,2.0,_F_H(LUL)X _F_H (DR)IM   
10.50,0.358,816.4,119.2,202.1,6.86,1.24,0.35,128.4,-1009.2,1.8,2.5,-18.5,0.0,IM,--,2.0,_F_H(LUL)X _F_H DRIM   
