#Time,Rho,X,Z,Alt,AoA,GSE,LUE,Vtot,Vy,Gamma,Pitch,Roll,Yaw,Step,Grade,Points,Details
0.00,3.342,6307.5,-737.9,1322.9,9.66,0.18,-15.87,124.8,-501.2,26.2,7.5,-4.1,-0.0,X0,OK,4.0,    
0.50,3.329,6282.9,-727.7,1319.0,9.52,0.19,-15.80,125.0,-454.5,25.9,7.5,-4.0,-0.0,X0,OK,4.0,    
1.00,3.315,6258.3,-717.6,1315.3,9.38,0.19,-15.74,125.3,-414.5,25.6,7.6,-4.1,-0.0,X0,OK,4.0,    
1.50,3.301,6233.5,-707.7,1312.0,9.28,0.20,-15.67,125.3,-378.9,25.2,7.6,-4.2,-0.0,X0,OK,4.0,    
2.00,3.287,6208.7,-697.9,1309.0,9.21,0.20,-15.61,125.2,-344.9,24.9,7.7,-4.0,-0.0,X0,OK,4.0,    
2.50,3.273,6183.9,-688.3,1306.3,9.03,0.21,-15.55,125.0,-314.4,24.6,7.6,-3.8,-0.0,X0,OK,4.0,    
3.00,3.259,6159.0,-678.9,1303.7,8.71,0.22,-15.48,125.0,-298.8,24.4,7.4,-3.8,-0.0,X0,OK,4.0,    
3.50,3.245,6134.1,-669.7,1301.3,8.33,0.23,-15.42,125.0,-293.5,24.1,7.0,-3.9,-0.0,X0,OK,4.0,    
4.00,3.231,6109.2,-660.6,1298.8,8.25,0.24,-15.36,124.9,-307.8,23.8,6.9,-4.0,-0.0,X0,OK,4.0,    
4.50,3.217,6084.2,-651.7,1296.2,8.35,0.25,-15.31,124.8,-312.7,23.5,7.0,-4.2,-0.0,X0,OK,4.0,    
5.00,3.203,6059.2,-642.9,1293.6,8.45,0.25,-15.25,124.8,-308.4,23.1,7.1,-4.3,-0.0,X0,OK,4.0,    
5.50,3.189,6034.2,-634.4,1291.0,8.45,0.26,-15.19,124.7,-306.4,22.8,7.1,-4.2,-0.0,X0,OK,4.0,    
6.00,3.176,6009.1,-626.0,1288.5,8.31,0.27,-15.14,124.7,-308.7,22.5,6.9,-4.4,-0.0,X0,OK,4.0,    
6.50,3.162,5984.0,-617.9,1285.8,8.19,0.28,-15.08,124.6,-326.6,22.2,6.7,-4.5,-0.0,X0,OK,4.0,    
7.00,3.148,5958.8,-609.9,1283.0,8.12,0.29,-15.03,124.7,-342.9,22.0,6.6,-3.8,-0.0,X0,OK,4.0,    
7.50,3.134,5933.6,-602.1,1280.1,8.08,0.30,-14.98,124.6,-352.5,22.0,6.5,-2.0,-0.0,X0,OK,4.0,    
8.00,3.120,5908.4,-594.4,1277.1,8.09,0.30,-14.93,124.7,-363.9,22.1,6.5,-0.2,-0.0,X0,OK,4.0,    
8.50,3.106,5883.2,-586.6,1274.1,8.08,0.31,-14.88,124.6,-369.0,22.1,6.5,0.4,-0.0,X0,OK,4.0,    
9.00,3.092,5858.0,-578.9,1271.0,8.06,0.32,-14.83,124.5,-385.3,22.0,6.4,0.2,-0.0,X0,OK,4.0,    
9.50,3.078,5832.8,-571.2,1267.7,7.98,0.33,-14.78,124.4,-400.9,21.9,6.2,-0.2,-0.0,X0,OK,4.0,    
10.00,3.064,5807.7,-563.5,1264.3,7.79,0.33,-14.73,124.3,-424.6,21.8,5.9,-0.7,-0.0,X0,OK,4.0,    
10.50,3.050,5782.5,-555.9,1260.6,7.75,0.34,-14.68,124.2,-460.5,21.7,5.8,-1.1,-0.0,X0,OK,4.0,    
11.00,3.036,5757.4,-548.4,1256.6,7.89,0.34,-14.63,124.1,-495.4,21.7,5.8,-1.2,-0.0,X0,OK,4.0,    
11.50,3.022,5732.3,-540.9,1252.4,8.09,0.35,-14.57,124.0,-517.9,21.6,5.9,-1.1,-0.0,X0,OK,4.0,    
12.00,3.008,5707.2,-533.4,1248.0,8.18,0.35,-14.52,123.9,-534.3,21.6,5.9,-1.0,-0.0,X0,OK,4.0,    
12.50,2.994,5682.2,-526.0,1243.5,8.15,0.36,-14.47,123.8,-552.9,21.5,5.8,-0.9,-0.0,X0,OK,4.0,    
13.00,2.981,5657.1,-518.6,1238.8,8.08,0.36,-14.42,123.8,-576.3,21.4,5.6,-0.9,-0.0,X0,OK,4.0,    
13.50,2.967,5632.1,-511.3,1233.9,8.09,0.36,-14.37,123.7,-606.8,21.3,5.4,-0.9,-0.0,X0,OK,4.0,    
14.00,2.953,5607.0,-504.0,1228.7,8.19,0.36,-14.32,123.8,-631.7,21.2,5.4,-1.1,-0.0,X0,OK,4.0,    
14.50,2.939,5581.9,-496.8,1223.4,8.31,0.36,-14.27,123.7,-645.0,21.1,5.5,-1.3,-0.0,X0,OK,4.0,    
